Date,Location,Gear,Treatment,Cage,Bag,Oyster,Height,Length,Width,Cup.ratio,Shell.shape,Replicate
7/5/22,Outside,BP,BPo,,,55,54,42,12,0.22,3.00,BPo
7/5/22,Outside,BP,BPo,,,56,45,29,11,0.24,0.87,BPo
7/5/22,Outside,BP,BPo,,,57,65,48,17,0.26,1.51,BPo
7/5/22,Outside,BP,BPo,,,58,42,35,9,0.21,3.41,BPo
7/5/22,Outside,BP,BPo,,,59,51,36,12,0.24,1.55,BPo
7/5/22,Outside,BP,BPo,,,60,60,37,15,0.25,1.01,BPo
7/5/22,Outside,BP,BPo,,,61,47,40,11,0.23,3.47,BPo
7/5/22,Outside,BP,BPo,,,62,18,16,3,0.17,2.73,BPo
7/5/22,Outside,BP,BPo,,,63,45,31,13,0.29,0.29,BPo
7/5/22,Outside,BP,BPo,,,64,41,29,9,0.22,1.65,BPo
7/5/22,Outside,BP,BPo,,,65,58,45,13,0.22,3.11,BPo
7/5/22,Outside,BP,BPo,,,66,69,38,15,0.22,2.62,BPo
7/5/22,Outside,BP,BPo,,,67,53,38,14,0.26,0.96,BPo
7/5/22,Outside,BP,BPo,,,68,35,29,10,0.29,1.31,BPo
7/5/22,Outside,BP,BPo,,,69,51,35,14,0.27,0.53,BPo
7/5/22,Outside,BP,BPo,,,70,53,32,16,0.30,0.25,BPo
7/5/22,Outside,BP,BPo,,,71,54,43,14,0.26,2.11,BPo
7/5/22,Outside,BP,BPo,,,72,52,37,11,0.21,2.41,BPo
7/5/22,Outside,BP,BPo,,,73,32,19,6,0.19,1.72,BPo
7/5/22,Outside,BP,BPo,,,74,42,32,10,0.24,1.71,BPo
7/5/22,Outside,BP,BPo,,,75,63,42,17,0.27,0.66,BPo
7/5/22,Outside,BP,BPo,,,76,65,44,14,0.22,2.48,BPo
7/5/22,Outside,BP,BPo,,,77,51,38,16,0.31,0.43,BPo
7/5/22,Outside,BP,BPo,,,78,29,24,7,0.24,1.73,BPo
7/5/22,Outside,BP,BPo,,,79,52,36,11,0.21,2.23,BPo
7/5/22,Outside,BP,BPo,,,80,46,35,10,0.22,2.48,BPo
7/5/22,Outside,BP,BPo,,,81,44,28,10,0.23,1.22,BPo
7/5/22,Outside,BP,BPo,,,82,54,34,12,0.22,1.64,BPo
7/5/22,Outside,BP,BPo,,,83,54,30,11,0.20,2.45,BPo
7/5/22,Outside,BP,BPo,,,84,52,37,11,0.21,2.41,BPo
7/5/22,Outside,BP,BPo,,,85,57,38,15,0.26,0.73,BPo
7/5/22,Outside,BP,BPo,,,86,33,25,8,0.24,1.23,BPo
7/5/22,Outside,BP,BPo,,,87,47,35,11,0.23,1.83,BPo
7/5/22,Outside,BP,BPo,,,88,42,28,10,0.24,1.00,BPo
7/5/22,Outside,BP,BPo,,,89,53,33,12,0.23,1.48,BPo
7/5/22,Outside,BP,BPo,,,90,39,29,9,0.23,1.58,BPo
7/5/22,Outside,BP,BPo,,,91,28,19,6,0.21,1.09,BPo
7/5/22,Outside,BP,BPo,,,92,37,22,9,0.24,0.76,BPo
7/5/22,Outside,BP,BPo,,,93,48,37,13,0.27,1.28,BPo
7/5/22,Outside,BP,BPo,,,94,53,38,12,0.23,1.99,BPo
7/5/22,Outside,BP,BPo,,,95,59,46,19,0.32,0.81,BPo
7/5/22,Outside,BP,BPo,,,96,56,40,12,0.21,2.52,BPo
7/5/22,Inside,FB,FBi,,1,1,53,36,11,0.21,2.32,1
7/5/22,Inside,FB,FBi,,1,2,51,37,14,0.27,0.79,1
7/5/22,Inside,FB,FBi,,1,3,57,41,14,0.25,1.54,1
7/5/22,Inside,FB,FBi,,1,4,61,45,14,0.23,2.44,1
7/5/22,Inside,FB,FBi,,1,5,40,26,9,0.23,1.19,1
7/5/22,Inside,FB,FBi,,1,6,47,38,13,0.28,1.63,1
7/5/22,Inside,FB,FBi,,1,7,39,34,10,0.26,2.66,1
7/5/22,Inside,FB,FBi,,1,8,53,34,11,0.21,2.12,1
7/5/22,Inside,FB,FBi,,1,9,43,32,10,0.23,1.71,1
7/5/22,Inside,FB,FBi,,1,10,66,49,16,0.24,2.21,1
7/5/22,Inside,FB,FBi,,1,11,33,27,12,0.36,0.63,1
7/5/22,Inside,FB,FBi,,1,12,33,31,9,0.27,2.99,1
7/5/22,Inside,FB,FBi,,1,13,44,36,10,0.23,2.89,1
7/5/22,Inside,FB,FBi,,1,14,52,41,11,0.21,3.47,1
7/5/22,Inside,FB,FBi,,1,15,34,32,13,0.38,1.99,1
7/5/22,Inside,FB,FBi,,1,16,51,37,13,0.25,1.21,1
7/5/22,Inside,FB,FBi,,1,17,34,24,10,0.29,0.24,1
7/5/22,Inside,FB,FBi,,1,18,66,47,17,0.26,1.33,1
7/5/22,Inside,FB,FBi,,1,19,60,48,14,0.23,3.31,1
7/5/22,Inside,FB,FBi,,1,20,55,42,16,0.29,0.96,1
7/5/22,Inside,FB,FBi,,1,21,63,49,13,0.21,4.24,1
7/5/22,Inside,FB,FBi,,1,22,64,38,16,0.25,1.15,1
7/5/22,Inside,FB,FBi,,1,23,35,28,9,0.26,1.44,1
7/5/22,Inside,FB,FBi,,1,24,76,52,16,0.21,3.22,1
7/5/22,Inside,FB,FBi,,1,25,51,35,16,0.31,0.09,1
7/5/22,Inside,FB,FBi,,1,26,52,36,12,0.23,1.60,1
7/5/22,Inside,FB,FBi,,1,27,40,28,8,0.20,2.11,1
7/5/22,Inside,FB,FBi,,1,28,45,35,10,0.22,2.50,1
7/5/22,Inside,FB,FBi,,1,29,44,34,12,0.27,1.16,1
7/5/22,Inside,FB,FBi,,1,30,51,46,13,0.25,4.22,1
7/5/22,Inside,FB,FBi,,1,31,56,48,15,0.27,3.13,1
7/5/22,Inside,FB,FBi,,1,32,45,33,14,0.31,0.32,1
7/5/22,Inside,FB,FBi,,2,33,59,49,14,0.24,3.75,2
7/5/22,Inside,FB,FBi,,2,34,62,34,11,0.18,4.05,2
7/5/22,Inside,FB,FBi,,2,35,46,33,10,0.22,2.00,2
7/5/22,Inside,FB,FBi,,2,36,67,39,18,0.27,0.88,2
7/5/22,Inside,FB,FBi,,2,37,65,46,16,0.25,1.61,2
7/5/22,Inside,FB,FBi,,2,38,61,40,12,0.20,2.98,2
7/5/22,Inside,FB,FBi,,2,39,48,41,10,0.21,4.55,2
7/5/22,Inside,FB,FBi,,2,40,56,43,14,0.25,2.00,2
7/5/22,Inside,FB,FBi,,2,41,51,35,11,0.22,2.00,2
7/5/22,Inside,FB,FBi,,2,42,37,26,10,0.27,0.51,2
7/5/22,Inside,FB,FBi,,2,43,58,44,14,0.24,2.21,2
7/5/22,Inside,FB,FBi,,2,44,70,48,16,0.23,2.18,2
7/5/22,Inside,FB,FBi,,2,45,60,37,14,0.23,1.46,2
7/5/22,Inside,FB,FBi,,2,46,70,35,14,0.20,4.12,2
7/5/22,Inside,FB,FBi,,2,47,49,38,11,0.22,2.61,2
7/5/22,Inside,FB,FBi,,2,48,53,44,14,0.26,2.53,2
7/5/22,Inside,FB,FBi,,2,49,35,31,10,0.29,2.07,2
7/5/22,Inside,FB,FBi,,2,50,51,38,12,0.24,1.95,2
7/5/22,Inside,FB,FBi,,2,51,38,42,11,0.29,6.87,2
7/5/22,Inside,FB,FBi,,2,52,36,26,9,0.25,0.92,2
7/5/22,Inside,FB,FBi,,2,53,67,50,16,0.24,2.44,2
7/5/22,Inside,FB,FBi,,2,54,45,32,9,0.20,2.47,2
7/5/22,Inside,FB,FBi,,2,55,40,30,10,0.25,1.25,2
7/5/22,Inside,FB,FBi,,2,56,33,38,10,0.30,6.78,2
7/5/22,Inside,FB,FBi,,2,57,71,42,16,0.23,2.09,2
7/5/22,Inside,FB,FBi,,2,58,67,47,14,0.21,3.10,2
7/5/22,Inside,FB,FBi,,2,59,55,42,13,0.24,2.33,2
7/5/22,Inside,FB,FBi,,2,60,45,49,12,0.27,8.31,2
7/5/22,Inside,FB,FBi,,2,61,35,32,10,0.29,2.51,2
7/5/22,Inside,FB,FBi,,2,62,53,45,14,0.26,2.90,2
7/5/22,Inside,FB,FBi,,2,63,59,44,18,0.31,0.60,2
7/5/22,Inside,FB,FBi,,2,64,32,26,7,0.22,2.23,2
7/5/22,Inside,FB,FBi,,3,65,39,42,14,0.36,5.11,3
7/5/22,Inside,FB,FBi,,3,66,51,41,15,0.29,1.36,3
7/5/22,Inside,FB,FBi,,3,67,33,25,7,0.21,1.88,3
7/5/22,Inside,FB,FBi,,3,68,31,28,8,0.26,2.52,3
7/5/22,Inside,FB,FBi,,3,69,50,43,12,0.24,3.68,3
7/5/22,Inside,FB,FBi,,3,70,43,33,9,0.21,2.66,3
7/5/22,Inside,FB,FBi,,3,71,46,30,8,0.17,3.10,3
7/5/22,Inside,FB,FBi,,3,72,45,32,8,0.18,3.31,3
7/5/22,Inside,FB,FBi,,3,73,39,31,9,0.23,2.15,3
7/5/22,Inside,FB,FBi,,3,74,39,29,7,0.18,3.12,3
7/5/22,Inside,FB,FBi,,3,75,39,31,10,0.26,1.56,3
7/5/22,Inside,FB,FBi,,3,76,47,36,10,0.21,2.76,3
7/5/22,Inside,FB,FBi,,3,77,40,29,7,0.18,3.17,3
7/5/22,Inside,FB,FBi,,3,78,58,39,13,0.22,1.86,3
7/5/22,Inside,FB,FBi,,3,79,59,41,17,0.29,0.43,3
7/5/22,Inside,FB,FBi,,3,80,66,51,18,0.27,1.73,3
7/5/22,Inside,FB,FBi,,3,81,45,37,10,0.22,3.18,3
7/5/22,Inside,FB,FBi,,3,82,70,41,18,0.26,1.13,3
7/5/22,Inside,FB,FBi,,3,83,34,25,12,0.35,0.14,3
7/5/22,Inside,FB,FBi,,3,84,37,32,11,0.30,1.70,3
7/5/22,Inside,FB,FBi,,3,85,36,34,11,0.31,2.78,3
7/5/22,Inside,FB,FBi,,3,86,59,49,11,0.19,6.13,3
7/5/22,Inside,FB,FBi,,3,87,32,22,7,0.22,1.20,3
7/5/22,Inside,FB,FBi,,3,88,38,30,9,0.24,1.88,3
7/5/22,Inside,FB,FBi,,3,89,30,28,8,0.27,2.73,3
7/5/22,Inside,FB,FBi,,3,90,42,26,12,0.29,0.25,3
7/5/22,Inside,FB,FBi,,3,91,65,54,17,0.26,3.21,3
7/5/22,Inside,FB,FBi,,3,92,55,40,14,0.25,1.33,3
7/5/22,Inside,FB,FBi,,3,93,45,32,9,0.20,2.47,3
7/5/22,Inside,FB,FBi,,3,94,40,29,11,0.28,0.61,3
7/5/22,Inside,FB,FBi,,3,95,51,40,14,0.27,1.46,3
7/5/22,Inside,FB,FBi,,3,96,50,35,10,0.20,2.63,3
7/5/22,Outside,FB,FBo,,1,1,56,35,12,0.21,1.96,1
7/5/22,Outside,FB,FBo,,1,2,62,35,13,0.21,2.52,1
7/5/22,Outside,FB,FBo,,1,3,38,28,11,0.29,0.48,1
7/5/22,Outside,FB,FBo,,1,4,40,27,9,0.23,1.28,1
7/5/22,Outside,FB,FBo,,1,5,43,33,8,0.19,3.49,1
7/5/22,Outside,FB,FBo,,1,6,43,33,11,0.26,1.40,1
7/5/22,Outside,FB,FBo,,1,7,45,29,11,0.24,0.87,1
7/5/22,Outside,FB,FBo,,1,8,61,54,14,0.23,5.62,1
7/5/22,Outside,FB,FBo,,1,9,47,40,11,0.23,3.47,1
7/5/22,Outside,FB,FBo,,1,10,53,33,13,0.25,0.99,1
7/5/22,Outside,FB,FBo,,1,11,54,35,14,0.26,0.72,1
7/5/22,Outside,FB,FBo,,1,12,27,25,7,0.26,2.47,1
7/5/22,Outside,FB,FBo,,1,13,56,35,13,0.23,1.39,1
7/5/22,Outside,FB,FBo,,1,14,37,27,9,0.24,1.12,1
7/5/22,Outside,FB,FBo,,1,15,49,28,11,0.22,1.55,1
7/5/22,Outside,FB,FBo,,1,16,35,28,14,0.40,0.64,1
7/5/22,Outside,FB,FBo,,1,17,36,29,8,0.22,2.33,1
7/5/22,Outside,FB,FBo,,1,18,39,28,8,0.21,2.04,1
7/5/22,Outside,FB,FBo,,1,19,54,39,12,0.22,2.23,1
7/5/22,Outside,FB,FBo,,1,20,27,15,6,0.22,0.94,1
7/5/22,Outside,FB,FBo,,1,21,40,33,9,0.23,2.79,1
7/5/22,Outside,FB,FBo,,1,22,48,35,12,0.25,1.28,1
7/5/22,Outside,FB,FBo,,1,23,48,33,13,0.27,0.56,1
7/5/22,Outside,FB,FBo,,1,24,38,29,10,0.26,1.06,1
7/5/22,Outside,FB,FBo,,1,25,57,37,14,0.25,1.08,1
7/5/22,Outside,FB,FBo,,1,26,52,36,13,0.25,1.08,1
7/5/22,Outside,FB,FBo,,1,27,32,29,9,0.28,2.24,1
7/5/22,Outside,FB,FBo,,1,28,40,29,10,0.25,1.04,1
7/5/22,Outside,FB,FBo,,1,29,61,47,14,0.23,2.96,1
7/5/22,Outside,FB,FBo,,1,30,38,33,10,0.26,2.40,1
7/5/22,Outside,FB,FBo,,1,31,52,45,14,0.27,3.05,1
7/5/22,Outside,FB,FBo,,1,32,55,35,15,0.27,0.48,1
7/5/22,Outside,FB,FBo,,2,33,53,36,13,0.25,1.14,2
7/5/22,Outside,FB,FBo,,2,34,43,30,11,0.26,0.81,2
7/5/22,Outside,FB,FBo,,2,35,36,23,11,0.31,0.07,2
7/5/22,Outside,FB,FBo,,2,36,32,30,9,0.28,2.72,2
7/5/22,Outside,FB,FBo,,2,37,38,28,10,0.26,0.84,2
7/5/22,Outside,FB,FBo,,2,38,68,46,16,0.24,1.78,2
7/5/22,Outside,FB,FBo,,2,39,35,26,9,0.26,0.91,2
7/5/22,Outside,FB,FBo,,2,40,45,40,12,0.27,3.14,2
7/5/22,Outside,FB,FBo,,2,41,41,29,9,0.22,1.65,2
7/5/22,Outside,FB,FBo,,2,42,71,46,14,0.20,3.40,2
7/5/22,Outside,FB,FBo,,2,43,42,26,10,0.24,0.92,2
7/5/22,Outside,FB,FBo,,2,44,29,24,8,0.28,1.20,2
7/5/22,Outside,FB,FBo,,2,45,30,24,7,0.23,1.66,2
7/5/22,Outside,FB,FBo,,2,46,41,30,10,0.24,1.25,2
7/5/22,Outside,FB,FBo,,2,47,34,31,9,0.26,2.77,2
7/5/22,Outside,FB,FBo,,2,48,59,40,15,0.25,1.02,2
7/5/22,Outside,FB,FBo,,2,49,52,36,14,0.27,0.67,2
7/5/22,Outside,FB,FBo,,2,50,48,32,11,0.23,1.37,2
7/5/22,Outside,FB,FBo,,2,51,66,39,16,0.24,1.40,2
7/5/22,Outside,FB,FBo,,2,52,50,32,13,0.26,0.64,2
7/5/22,Outside,FB,FBo,,2,53,48,30,11,0.23,1.27,2
7/5/22,Outside,FB,FBo,,2,54,33,27,9,0.27,1.30,2
7/5/22,Outside,FB,FBo,,2,55,55,38,10,0.18,3.62,2
7/5/22,Outside,FB,FBo,,2,56,41,31,9,0.22,2.10,2
7/5/22,Outside,FB,FBo,,2,57,30,22,7,0.23,1.10,2
7/5/22,Outside,FB,FBo,,2,58,27,22,6,0.22,1.84,2
7/5/22,Outside,FB,FBo,,2,59,44,34,10,0.23,2.23,2
7/5/22,Outside,FB,FBo,,2,60,72,43,16,0.22,2.21,2
7/5/22,Outside,FB,FBo,,2,61,40,25,10,0.25,0.67,2
7/5/22,Outside,FB,FBo,,2,62,34,30,9,0.26,2.32,2
7/5/22,Outside,FB,FBo,,2,63,36,22,8,0.22,1.09,2
7/5/22,Outside,FB,FBo,,2,64,45,35,12,0.27,1.36,2
7/5/22,Outside,FB,FBo,,3,65,52,40,11,0.21,3.16,3
7/5/22,Outside,FB,FBo,,3,66,34,27,10,0.29,0.82,3
7/5/22,Outside,FB,FBo,,3,67,51,32,15,0.29,0.20,3
7/5/22,Outside,FB,FBo,,3,68,66,32,20,0.30,2.20,3
7/5/22,Outside,FB,FBo,,3,69,60,39,15,0.25,1.03,3
7/5/22,Outside,FB,FBo,,3,70,48,36,12,0.25,1.50,3
7/5/22,Outside,FB,FBo,,3,71,41,24,9,0.22,1.35,3
7/5/22,Outside,FB,FBo,,3,72,57,35,11,0.19,2.82,3
7/5/22,Outside,FB,FBo,,3,73,62,44,19,0.31,0.30,3
7/5/22,Outside,FB,FBo,,3,74,62,44,9,0.15,6.58,3
7/5/22,Outside,FB,FBo,,3,75,48,27,10,0.21,2.00,3
7/5/22,Outside,FB,FBo,,3,76,38,23,10,0.26,0.48,3
7/5/22,Outside,FB,FBo,,3,77,42,28,13,0.31,0.06,3
7/5/22,Outside,FB,FBo,,3,78,27,25,8,0.30,1.95,3
7/5/22,Outside,FB,FBo,,3,79,40,30,11,0.28,0.80,3
7/5/22,Outside,FB,FBo,,3,80,51,41,12,0.24,2.82,3
7/5/22,Outside,FB,FBo,,3,81,44,33,21,0.48,1.85,3
7/5/22,Outside,FB,FBo,,3,82,46,39,14,0.30,1.72,3
7/5/22,Outside,FB,FBo,,3,83,40,28,12,0.30,0.20,3
7/5/22,Outside,FB,FBo,,3,84,29,19,8,0.28,0.23,3
7/5/22,Outside,FB,FBo,,3,85,55,39,13,0.24,1.66,3
7/5/22,Outside,FB,FBo,,3,86,53,35,15,0.28,0.33,3
7/5/22,Outside,FB,FBo,,3,87,35,31,11,0.31,1.69,3
7/5/22,Outside,FB,FBo,,3,88,40,32,15,0.38,0.61,3
7/5/22,Outside,FB,FBo,,3,89,44,27,11,0.25,0.74,3
7/5/22,Outside,FB,FBo,,3,90,40,27,10,0.25,0.75,3
7/5/22,Outside,FB,FBo,,3,91,54,34,13,0.24,1.12,3
7/5/22,Outside,FB,FBo,,3,92,32,25,9,0.28,0.80,3
7/5/22,Outside,FB,FBo,,3,93,51,35,17,0.33,0.02,3
7/5/22,Outside,FB,FBo,,3,94,43,33,11,0.26,1.40,3
7/5/22,Outside,FB,FBo,,3,95,45,32,12,0.27,0.73,3
7/5/22,Outside,FB,FBo,,3,96,45,35,13,0.29,0.97,3
7/5/22,Inside,FC,FCi,1,A,1,55,42,11,0.20,3.74,1
7/5/22,Inside,FC,FCi,1,A,2,60,36,12,0.20,2.67,1
7/5/22,Inside,FC,FCi,1,A,3,63,42,13,0.21,2.71,1
7/5/22,Inside,FC,FCi,1,A,4,75,43,16,0.21,2.81,1
7/5/22,Inside,FC,FCi,1,A,5,54,37,12,0.22,1.88,1
7/5/22,Inside,FC,FCi,1,A,6,43,33,11,0.26,1.40,1
7/5/22,Inside,FC,FCi,1,A,7,36,34,9,0.25,3.86,1
7/5/22,Inside,FC,FCi,1,A,8,52,41,14,0.27,1.66,1
7/5/22,Inside,FC,FCi,1,B,9,44,33,15,0.34,0.27,1
7/5/22,Inside,FC,FCi,1,B,10,57,39,15,0.26,0.81,1
7/5/22,Inside,FC,FCi,1,B,11,60,43,17,0.28,0.68,1
7/5/22,Inside,FC,FCi,1,B,12,59,37,12,0.20,2.49,1
7/5/22,Inside,FC,FCi,1,B,13,59,38,12,0.20,2.54,1
7/5/22,Inside,FC,FCi,1,B,14,60,45,16,0.27,1.40,1
7/5/22,Inside,FC,FCi,1,B,15,56,40,14,0.25,1.35,1
7/5/22,Inside,FC,FCi,1,B,16,40,25,11,0.28,0.33,1
7/5/22,Inside,FC,FCi,1,C,17,42,30,11,0.26,0.78,1
7/5/22,Inside,FC,FCi,1,C,18,61,54,18,0.30,3.35,1
7/5/22,Inside,FC,FCi,1,C,19,58,36,12,0.21,2.30,1
7/5/22,Inside,FC,FCi,1,C,20,65,42,15,0.23,1.70,1
7/5/22,Inside,FC,FCi,1,C,21,71,52,15,0.21,3.62,1
7/5/22,Inside,FC,FCi,1,C,22,38,34,9,0.24,3.47,1
7/5/22,Inside,FC,FCi,1,C,23,45,37,11,0.24,2.52,1
7/5/22,Inside,FC,FCi,1,C,24,40,29,10,0.25,1.04,1
7/5/22,Inside,FC,FCi,1,D,25,35,30,8,0.23,2.81,1
7/5/22,Inside,FC,FCi,1,D,26,71,49,17,0.24,1.82,1
7/5/22,Inside,FC,FCi,1,D,27,66,45,18,0.27,0.70,1
7/5/22,Inside,FC,FCi,1,D,28,36,30,9,0.25,2.04,1
7/5/22,Inside,FC,FCi,1,D,29,58,47,12,0.21,4.53,1
7/5/22,Inside,FC,FCi,1,D,30,59,32,11,0.19,3.49,1
7/5/22,Inside,FC,FCi,1,D,31,57,39,16,0.28,0.47,1
7/5/22,Inside,FC,FCi,1,D,32,29,27,5,0.17,4.89,1
7/5/22,Inside,FC,FCi,2,A,33,41,30,10,0.24,1.25,2
7/5/22,Inside,FC,FCi,2,A,34,69,48,19,0.28,0.76,2
7/5/22,Inside,FC,FCi,2,A,35,37,35,10,0.27,3.52,2
7/5/22,Inside,FC,FCi,2,A,36,56,37,14,0.25,0.99,2
7/5/22,Inside,FC,FCi,2,A,37,59,43,14,0.24,1.97,2
7/5/22,Inside,FC,FCi,2,A,38,51,38,11,0.22,2.60,2
7/5/22,Inside,FC,FCi,2,A,39,43,35,10,0.23,2.60,2
7/5/22,Inside,FC,FCi,2,A,40,56,44,13,0.23,2.88,2
7/5/22,Inside,FC,FCi,2,B,41,71,48,15,0.21,2.90,2
7/5/22,Inside,FC,FCi,2,B,42,67,54,17,0.25,3.01,2
7/5/22,Inside,FC,FCi,2,B,43,38,23,7,0.18,2.13,2
7/5/22,Inside,FC,FCi,2,B,44,62,46,14,0.23,2.69,2
7/5/22,Inside,FC,FCi,2,B,45,59,42,13,0.22,2.39,2
7/5/22,Inside,FC,FCi,2,B,46,68,54,21,0.31,1.35,2
7/5/22,Inside,FC,FCi,2,B,47,48,41,11,0.23,3.77,2
7/5/22,Inside,FC,FCi,2,B,48,63,40,15,0.24,1.39,2
7/5/22,Inside,FC,FCi,2,C,49,41,30,9,0.22,1.85,2
7/5/22,Inside,FC,FCi,2,C,50,35,28,8,0.23,2.04,2
7/5/22,Inside,FC,FCi,2,C,51,33,22,7,0.21,1.29,2
7/5/22,Inside,FC,FCi,2,C,52,55,32,13,0.24,1.36,2
7/5/22,Inside,FC,FCi,2,C,53,52,47,12,0.23,5.21,2
7/5/22,Inside,FC,FCi,2,C,54,65,46,16,0.25,1.61,2
7/5/22,Inside,FC,FCi,2,C,55,50,37,11,0.22,2.34,2
7/5/22,Inside,FC,FCi,2,C,56,52,34,11,0.21,1.99,2
7/5/22,Inside,FC,FCi,2,D,57,55,41,12,0.22,2.71,2
7/5/22,Inside,FC,FCi,2,D,58,50,34,10,0.20,2.47,2
7/5/22,Inside,FC,FCi,2,D,59,51,37,12,0.24,1.73,2
7/5/22,Inside,FC,FCi,2,D,60,57,36,15,0.26,0.67,2
7/5/22,Inside,FC,FCi,2,D,61,68,49,20,0.29,0.60,2
7/5/22,Inside,FC,FCi,2,D,62,64,45,18,0.28,0.65,2
7/5/22,Inside,FC,FCi,2,D,63,57,33,10,0.18,3.65,2
7/5/22,Inside,FC,FCi,2,D,64,46,34,11,0.24,1.59,2
7/5/22,Inside,FC,FCi,3,A,65,46,32,11,0.24,1.22,3
7/5/22,Inside,FC,FCi,3,A,66,43,35,11,0.26,2.00,3
7/5/22,Inside,FC,FCi,3,A,67,41,32,12,0.29,0.86,3
7/5/22,Inside,FC,FCi,3,A,68,61,42,15,0.25,1.36,3
7/5/22,Inside,FC,FCi,3,A,69,65,41,17,0.26,0.80,3
7/5/22,Inside,FC,FCi,3,A,70,54,35,14,0.26,0.72,3
7/5/22,Inside,FC,FCi,3,A,71,66,37,13,0.20,3.25,3
7/5/22,Inside,FC,FCi,3,A,72,37,27,8,0.22,1.74,3
7/5/22,Inside,FC,FCi,3,B,73,62,45,15,0.24,1.88,3
7/5/22,Inside,FC,FCi,3,B,74,50,33,10,0.20,2.34,3
7/5/22,Inside,FC,FCi,3,B,75,64,41,14,0.22,2.10,3
7/5/22,Inside,FC,FCi,3,B,76,57,50,16,0.28,3.29,3
7/5/22,Inside,FC,FCi,3,B,77,57,42,14,0.25,1.74,3
7/5/22,Inside,FC,FCi,3,B,78,53,49,13,0.25,5.30,3
7/5/22,Inside,FC,FCi,3,B,79,53,47,13,0.25,4.34,3
7/5/22,Inside,FC,FCi,3,B,80,50,41,12,0.24,2.89,3
7/5/22,Inside,FC,FCi,3,C,81,59,38,13,0.22,1.89,3
7/5/22,Inside,FC,FCi,3,C,82,47,33,12,0.26,0.92,3
7/5/22,Inside,FC,FCi,3,C,83,80,53,19,0.24,1.90,3
7/5/22,Inside,FC,FCi,3,C,84,24,17,4,0.17,2.00,3
7/5/22,Inside,FC,FCi,3,C,85,40,29,10,0.25,1.04,3
7/5/22,Inside,FC,FCi,3,C,86,57,46,14,0.25,2.85,3
7/5/22,Inside,FC,FCi,3,C,87,49,41,12,0.24,2.99,3
7/5/22,Inside,FC,FCi,3,C,88,51,40,14,0.27,1.46,3
7/5/22,Inside,FC,FCi,3,D,89,46,39,13,0.28,2.09,3
7/5/22,Inside,FC,FCi,3,D,90,56,38,13,0.23,1.58,3
7/5/22,Inside,FC,FCi,3,D,91,47,36,13,0.28,1.08,3
7/5/22,Inside,FC,FCi,3,D,92,42,30,10,0.24,1.27,3
7/5/22,Inside,FC,FCi,3,D,93,52,44,13,0.25,3.20,3
7/5/22,Inside,FC,FCi,3,D,94,47,32,14,0.30,0.18,3
7/5/22,Inside,FC,FCi,3,D,95,60,44,13,0.22,2.85,3
7/5/22,Inside,FC,FCi,3,D,96,47,40,13,0.28,2.32,3
7/5/22,Outside,FC,FCo,1,A,1,38,33,9,0.24,3.01,1
7/5/22,Outside,FC,FCo,1,A,2,62,41,12,0.19,3.22,1
7/5/22,Outside,FC,FCo,1,A,3,46,30,12,0.26,0.59,1
7/5/22,Outside,FC,FCo,1,A,4,54,32,11,0.20,2.28,1
7/5/22,Outside,FC,FCo,1,A,5,45,35,12,0.27,1.36,1
7/5/22,Outside,FC,FCo,1,A,6,32,24,7,0.22,1.60,1
7/5/22,Outside,FC,FCo,1,A,7,50,37,13,0.26,1.21,1
7/5/22,Outside,FC,FCo,1,A,8,51,38,15,0.29,0.65,1
7/5/22,Outside,FC,FCo,1,B,9,44,36,12,0.27,1.74,1
7/5/22,Outside,FC,FCo,1,B,10,48,39,13,0.27,1.85,1
7/5/22,Outside,FC,FCo,1,B,11,51,30,12,0.24,1.26,1
7/5/22,Outside,FC,FCo,1,B,12,47,36,11,0.23,2.09,1
7/5/22,Outside,FC,FCo,1,B,13,39,34,11,0.28,2.14,1
7/5/22,Outside,FC,FCo,1,B,14,57,36,14,0.25,1.06,1
7/5/22,Outside,FC,FCo,1,B,15,39,29,10,0.26,1.04,1
7/5/22,Outside,FC,FCo,1,B,16,33,22,11,0.33,0.00,1
7/5/22,Outside,FC,FCo,1,C,17,56,39,14,0.25,1.19,1
7/5/22,Outside,FC,FCo,1,C,18,38,24,10,0.26,0.44,1
7/5/22,Outside,FC,FCo,1,C,19,39,26,9,0.23,1.08,1
7/5/22,Outside,FC,FCo,1,C,20,48,35,14,0.29,0.52,1
7/5/22,Outside,FC,FCo,1,C,21,47,40,17,0.36,1.31,1
7/5/22,Outside,FC,FCo,1,C,22,52,35,14,0.27,0.57,1
7/5/22,Outside,FC,FCo,1,C,23,54,41,13,0.24,2.08,1
7/5/22,Outside,FC,FCo,1,C,24,60,40,14,0.23,1.58,1
7/5/22,Outside,FC,FCo,1,D,25,75,47,18,0.24,1.58,1
7/5/22,Outside,FC,FCo,1,D,26,57,34,12,0.21,2.15,1
7/5/22,Outside,FC,FCo,1,D,27,47,27,12,0.26,0.85,1
7/5/22,Outside,FC,FCo,1,D,28,43,30,10,0.23,1.31,1
7/5/22,Outside,FC,FCo,1,D,29,56,29,13,0.23,2.09,1
7/5/22,Outside,FC,FCo,1,D,30,48,36,13,0.27,1.04,1
7/5/22,Outside,FC,FCo,1,D,31,65,42,18,0.28,0.49,1
7/5/22,Outside,FC,FCo,1,D,32,61,30,12,0.20,3.85,1
